1,-1.78,0.50,0.11,0 - 10 - 0
2,-1.20,0.50,0.10,0 - 10 - 0
3,-0.90,0.50,0.10,0 - 10 - 0
1,-1.68,0.20,0.11,0 - 10 - 0
2,-1.10,0.50,0.10,0 - 10 - 0
